time,Longitude,Latitude,Altitude (m),Speed (km/h),Total Distance (km)
11:33.0,13.257762,77.733975,123.9,15.2,2802.477
11:34.0,13.257778,77.734001,123.9,11.1,2802.48
11:35.0,13.257796,77.734031,123.9,11.1,2802.484
11:36.0,13.257812,77.734057,124.2,11.2,2802.487
11:37.0,13.25783,77.734088,124.3,11.6,2802.49
11:38.0,13.257845,77.734113,124.3,10.2,2802.493
11:39.0,13.257863,77.734143,124.3,12.7,2802.496
11:40.0,13.257889,77.734185,124.2,16.5,2802.501
11:41.0,13.257911,77.734222,124.0,15.6,2802.505
11:42.0,13.257931,77.734255,124.1,12.1,2802.508
11:43.0,13.257946,77.734281,124.2,9.8,2802.511
11:44.0,13.25796,77.734304,124.3,8.8,2802.514
11:45.0,13.257973,77.734327,124.3,9.2,2802.516
11:46.0,13.257989,77.734353,124.5,10.6,2802.519
11:47.0,13.258004,77.734377,124.5,10.1,2802.522
11:48.0,13.258021,77.734407,124.5,11.9,2802.525
11:49.0,13.258046,77.734447,124.6,15.5,2802.53
11:50.0,13.258067,77.734483,124.4,15.3,2802.534
11:51.0,13.258093,77.734525,124.5,16.0,2802.538
11:52.0,13.258115,77.734563,124.5,16.1,2802.543
11:53.0,13.25814,77.734604,124.4,16.4,2802.547
11:54.0,13.25816,77.734638,124.4,14.5,2802.551
11:55.0,13.258184,77.734678,124.3,15.1,2802.555
11:56.0,13.258203,77.73471,124.1,14.0,2802.559
11:57.0,13.258222,77.734741,124.0,11.2,2802.562
11:58.0,13.258235,77.734763,124.0,9.4,2802.565
11:59.0,13.258253,77.734792,124.0,10.9,2802.568
12:00.0,13.258268,77.734818,124.0,10.4,2802.571
12:01.0,13.258288,77.734851,123.8,14.2,2802.575
12:02.0,13.258279,77.734837,123.7,14.6,2802.577
12:03.0,13.2583,77.734872,123.7,13.1,2802.577
12:04.0,13.258324,77.73491,123.7,15.1,2802.581
12:05.0,13.258344,77.734944,123.6,14.8,2802.585
12:06.0,13.258369,77.734986,123.7,15.7,2802.59
12:07.0,13.258391,77.735023,123.8,15.7,2802.594
12:08.0,13.258417,77.735065,123.8,15.6,2802.598
12:09.0,13.258436,77.735097,123.8,13.5,2802.602
12:10.0,13.258453,77.735126,123.6,10.7,2802.605
12:11.0,13.258467,77.735149,123.5,9.6,2802.608
12:12.0,13.258521,77.735239,123.7,13.3,2802.618
12:13.0,13.258543,77.735276,123.8,13.8,2802.622
12:14.0,13.258565,77.735312,123.9,15.2,2802.626
12:15.0,13.25859,77.735354,124.0,15.4,2802.63
12:16.0,13.258611,77.735389,124.1,14.9,2802.634
12:17.0,13.258634,77.735428,124.0,14.7,2802.639
12:18.0,13.258654,77.735461,124.0,14.5,2802.642
12:19.0,13.258672,77.735491,124.2,10.9,2802.646
12:20.0,13.258686,77.735514,124.2,9.5,2802.648
12:21.0,13.258702,77.735541,124.1,10.2,2802.651
12:22.0,13.258716,77.735564,124.1,9.4,2802.654
12:23.0,13.258728,77.735584,124.3,8.2,2802.656
12:24.0,13.25874,77.735604,124.2,8.0,2802.658
12:25.0,13.258754,77.735628,124.1,9.8,2802.661
12:26.0,13.258773,77.735659,124.1,11.9,2802.664
12:27.0,13.258789,77.735687,124.0,11.9,2802.667
12:28.0,13.258813,77.735726,124.0,15.3,2802.672
12:29.0,13.258835,77.735763,123.9,15.3,2802.676
12:30.0,13.25886,77.735805,123.9,15.9,2802.68
12:31.0,13.258879,77.735837,123.8,13.5,2802.684
12:32.0,13.258752,77.735624,123.4,11.3,2802.686
12:33.0,13.258771,77.735656,123.2,14.2,2802.664
12:34.0,13.258795,77.735696,123.2,14.7,2802.668
12:35.0,13.25881,77.735721,123.2,10.4,2802.671
12:36.0,13.258826,77.735747,123.4,10.5,2802.674
12:37.0,13.25885,77.735787,123.5,15.7,2802.679
12:38.0,13.25887,77.735822,123.6,15.1,2802.682
12:39.0,13.258895,77.735863,123.5,15.2,2802.687
12:40.0,13.258912,77.735892,123.5,12.7,2802.69
12:41.0,13.25893,77.735921,123.6,10.4,2802.693
12:42.0,13.258944,77.735945,123.5,10.1,2802.696
12:43.0,13.25896,77.735971,123.5,11.0,2802.699
12:44.0,13.258981,77.736006,123.4,13.5,2802.703
12:45.0,13.259001,77.73604,123.3,14.8,2802.707
12:46.0,13.259024,77.736078,123.2,14.0,2802.711
12:47.0,13.259042,77.736107,123.1,12.5,2802.714
12:48.0,13.25906,77.736138,123.0,11.5,2802.717
12:49.0,13.259077,77.736167,122.9,11.8,2802.721
12:50.0,13.259099,77.736203,122.8,15.1,2802.725
12:51.0,13.259125,77.736246,122.8,16.3,2802.729
12:52.0,13.259147,77.736283,122.8,15.3,2802.734
12:53.0,13.259164,77.736311,123.0,11.5,2802.737
12:54.0,13.259177,77.736332,123.0,8.4,2802.739
12:55.0,13.259191,77.736356,123.2,9.7,2802.742
12:56.0,13.259207,77.736383,123.1,10.7,2802.745
12:57.0,13.259227,77.736416,123.0,14.2,2802.748
12:58.0,13.259252,77.736457,122.9,15.3,2802.753
12:59.0,13.259271,77.736489,122.8,14.1,2802.756
13:00.0,13.259293,77.736526,122.7,13.3,2802.76
13:01.0,13.259307,77.73655,122.8,9.8,2802.763
13:02.0,13.259398,77.736701,123.0,10.8,2802.78
13:03.0,13.259417,77.736733,123.2,12.2,2802.784
13:04.0,13.259438,77.736768,123.1,15.0,2802.787
13:05.0,13.259461,77.736806,123.1,14.0,2802.792
13:06.0,13.259481,77.73684,123.1,14.8,2802.795
13:07.0,13.259502,77.736874,123.3,12.5,2802.799
13:08.0,13.259516,77.736898,123.4,10.1,2802.802
13:09.0,13.259531,77.736923,123.3,9.5,2802.805
13:10.0,13.259548,77.736951,123.3,11.3,2802.808
13:11.0,13.259565,77.73698,123.2,12.6,2802.811
13:12.0,13.259449,77.736786,123.0,11.3,2802.814
13:13.0,13.259469,77.736819,122.9,14.2,2802.793
13:14.0,13.259494,77.736861,122.8,15.7,2802.798
13:15.0,13.259512,77.736891,122.9,12.6,2802.801
13:16.0,13.259528,77.736918,123.0,10.1,2802.804
13:17.0,13.259543,77.736943,122.9,10.4,2802.807
13:18.0,13.259558,77.736968,122.9,9.5,2802.81
13:19.0,13.259571,77.73699,123.0,8.8,2802.812
13:20.0,13.259588,77.737017,123.1,11.4,2802.815
13:21.0,13.259611,77.737057,123.1,15.6,2802.819
13:22.0,13.259634,77.737095,123.2,16.0,2802.824
13:23.0,13.259654,77.737127,123.2,12.7,2802.827
13:24.0,13.259667,77.737149,123.1,9.3,2802.83
13:25.0,13.259682,77.737174,123.1,9.5,2802.832
13:26.0,13.259702,77.737208,123.1,13.5,2802.836
13:27.0,13.259722,77.737242,123.0,14.8,2802.84
13:28.0,13.259748,77.737285,123.1,16.3,2802.845
13:29.0,13.259767,77.737316,123.0,12.7,2802.848
13:30.0,13.259782,77.737341,123.0,9.5,2802.851
13:31.0,13.259795,77.737363,123.0,9.1,2802.853
13:32.0,13.259981,77.737673,123.1,12.7,2802.888
13:33.0,13.260002,77.737707,123.0,12.6,2802.892
13:34.0,13.260018,77.737734,122.9,11.7,2802.895
13:35.0,13.260042,77.737775,122.8,15.4,2802.899
13:36.0,13.260063,77.737809,122.6,14.8,2802.903
13:37.0,13.260088,77.737852,122.6,15.7,2802.908
13:38.0,13.260109,77.737887,122.6,15.1,2802.912
13:39.0,13.260134,77.737928,122.5,15.6,2802.916
13:40.0,13.260152,77.737958,122.7,12.3,2802.92
13:41.0,13.26017,77.737987,122.6,11.0,2802.923
13:42.0,13.260183,77.738009,122.7,9.2,2802.925
13:43.0,13.260199,77.738036,122.8,10.4,2802.928
13:44.0,13.260213,77.738059,122.8,9.3,2802.931
13:45.0,13.260226,77.738082,122.9,9.2,2802.933
13:46.0,13.260243,77.738109,122.9,11.2,2802.936
13:47.0,13.260265,77.738146,122.8,15.5,2802.94
13:48.0,13.260289,77.738185,122.9,14.5,2802.945
13:49.0,13.260306,77.738214,122.9,11.9,2802.948
13:50.0,13.260322,77.73824,122.9,10.1,2802.951
13:51.0,13.260337,77.738266,122.9,10.8,2802.954
13:52.0,13.260351,77.738289,122.7,8.8,2802.956
13:53.0,13.260364,77.738312,122.6,9.0,2802.959
13:54.0,13.260381,77.73834,122.5,12.4,2802.962
13:55.0,13.260408,77.738385,122.6,16.6,2802.967
13:56.0,13.260429,77.738419,122.5,15.0,2802.971
13:57.0,13.260453,77.73846,122.5,15.1,2802.975
13:58.0,13.26047,77.738487,122.2,11.6,2802.978
13:59.0,13.260486,77.738514,122.1,10.1,2802.981
14:00.0,13.260498,77.738534,121.9,8.4,2802.983
14:01.0,13.260511,77.738557,121.9,8.7,2802.986
14:02.0,13.260546,77.738614,121.9,11.9,2802.992
14:03.0,13.260566,77.738648,121.9,14.1,2802.996
14:04.0,13.260591,77.738689,121.9,15.4,2803.001
14:05.0,13.260611,77.738723,122.2,14.8,2803.004
14:06.0,13.260637,77.738766,122.4,15.7,2803.009
14:07.0,13.260659,77.738803,122.4,15.9,2803.013
14:08.0,13.260684,77.738845,122.5,15.8,2803.018
14:09.0,13.260705,77.738879,122.5,14.9,2803.022
14:10.0,13.260729,77.738919,122.5,14.6,2803.026
14:11.0,13.260744,77.738945,122.4,11.7,2803.029
14:12.0,13.26069,77.738855,122.0,11.8,2803.031
14:13.0,13.260706,77.738882,121.8,9.8,2803.022
14:14.0,13.260722,77.738908,121.7,10.6,2803.025
14:15.0,13.260736,77.73893,121.8,8.9,2803.027
14:16.0,13.260749,77.738953,121.8,8.5,2803.03
14:17.0,13.260771,77.738989,121.7,14.7,2803.034
14:18.0,13.260792,77.739024,121.7,15.1,2803.038
14:19.0,13.260817,77.739066,121.6,15.6,2803.042
14:20.0,13.260833,77.739093,121.5,10.8,2803.045
14:21.0,13.260856,77.739131,121.6,15.0,2803.05
14:22.0,13.260878,77.739168,121.7,15.7,2803.054
14:23.0,13.260902,77.739207,121.6,15.6,2803.058
14:24.0,13.260922,77.73924,121.6,14.4,2803.062
14:25.0,13.260945,77.739279,121.6,14.0,2803.066
14:26.0,13.260963,77.739309,121.7,12.7,2803.069
14:27.0,13.260983,77.739342,121.9,12.9,2803.073
14:28.0,13.261002,77.739374,121.9,13.1,2803.077
14:29.0,13.261018,77.739402,122.0,10.5,2803.08
14:30.0,13.261033,77.739426,122.2,10.0,2803.082
14:31.0,13.261053,77.73946,122.2,14.5,2803.086
14:32.0,13.261066,77.739481,122.3,11.2,2803.089
14:33.0,13.261082,77.739507,122.4,10.1,2803.091
14:34.0,13.261098,77.739534,122.6,10.5,2803.094
14:35.0,13.261117,77.739566,122.6,12.6,2803.098
14:36.0,13.261138,77.739601,122.6,15.0,2803.102
14:37.0,13.261162,77.739641,122.6,15.1,2803.106
14:38.0,13.261178,77.739668,122.7,11.1,2803.109
14:39.0,13.261192,77.739691,122.8,8.9,2803.112
14:40.0,13.261209,77.73972,122.8,11.7,2803.115
14:41.0,13.261229,77.739753,122.8,14.1,2803.119
14:42.0,13.261253,77.739792,122.8,14.8,2803.123
14:43.0,13.261275,77.739829,122.6,14.7,2803.127
14:44.0,13.261298,77.739867,122.6,14.3,2803.131
14:45.0,13.261315,77.739896,122.7,12.4,2803.135
14:46.0,13.261333,77.739925,122.7,10.8,2803.138
14:47.0,13.261348,77.739952,122.7,11.1,2803.141
14:48.0,13.261364,77.739978,122.6,9.9,2803.144
14:49.0,13.261379,77.740002,122.6,10.3,2803.146
14:50.0,13.261399,77.740036,122.6,13.1,2803.15
14:51.0,13.261415,77.740062,122.5,11.2,2803.153
14:52.0,13.261431,77.740089,122.5,10.0,2803.156
14:53.0,13.261448,77.740117,122.5,11.4,2803.159
14:54.0,13.261468,77.74015,122.3,12.6,2803.163
14:55.0,13.261484,77.740178,122.3,11.5,2803.166
14:56.0,13.261507,77.740217,122.3,15.3,2803.17
14:57.0,13.261529,77.740252,122.2,15.0,2803.174
14:58.0,13.261552,77.740291,122.2,14.2,2803.178
14:59.0,13.261571,77.740323,122.3,13.9,2803.182
15:00.0,13.261596,77.740365,122.4,15.9,2803.187
15:01.0,13.261617,77.7404,122.5,15.2,2803.191
15:02.0,13.261609,77.740386,122.7,12.0,2803.193
15:03.0,13.261626,77.740414,122.8,11.9,2803.192
15:04.0,13.261645,77.740446,122.9,12.2,2803.196
15:05.0,13.261663,77.740476,123.0,12.5,2803.199
15:06.0,13.261682,77.740508,123.0,12.1,2803.203
15:07.0,13.261701,77.740539,123.0,13.5,2803.206
15:08.0,13.261723,77.740576,122.9,13.5,2803.21
15:09.0,13.261741,77.740606,122.8,13.3,2803.213
15:10.0,13.261766,77.740648,122.8,15.5,2803.218
15:11.0,13.261786,77.740682,122.8,14.9,2803.222
15:12.0,13.261801,77.740707,122.6,12.6,2803.225
15:13.0,13.261822,77.74074,122.5,13.9,2803.228
15:14.0,13.261844,77.740778,122.5,13.9,2803.233
15:15.0,13.261863,77.740809,122.5,13.7,2803.236
15:16.0,13.26188,77.740838,122.1,10.6,2803.239
15:17.0,13.261895,77.740863,122.0,9.8,2803.242
15:18.0,13.261911,77.74089,122.0,11.3,2803.245
15:19.0,13.26193,77.74092,122.0,11.5,2803.248
15:20.0,13.261949,77.740953,122.0,14.2,2803.252
15:21.0,13.261971,77.740989,122.1,13.3,2803.256
15:22.0,13.261988,77.741018,122.2,12.0,2803.259
15:23.0,13.262005,77.741046,122.1,11.1,2803.262
15:24.0,13.262023,77.741076,122.2,11.8,2803.266
15:25.0,13.262043,77.74111,122.3,15.0,2803.269
15:26.0,13.262064,77.741145,122.4,13.0,2803.273
15:27.0,13.262083,77.741176,122.5,13.5,2803.277
15:28.0,13.262106,77.741214,122.7,14.3,2803.281
15:29.0,13.262124,77.741244,122.9,11.8,2803.284
15:30.0,13.262137,77.741267,122.9,9.6,2803.287
15:31.0,13.262156,77.741297,122.9,11.5,2803.29
15:32.0,13.262317,77.741566,122.9,16.7,2803.32
15:33.0,13.262345,77.741612,122.8,17.1,2803.325
15:34.0,13.262364,77.741644,122.7,13.1,2803.329
15:35.0,13.262381,77.741672,122.6,11.0,2803.332
15:36.0,13.262395,77.741695,122.6,9.4,2803.334
15:37.0,13.262408,77.741718,122.4,9.1,2803.337
15:38.0,13.262423,77.741743,122.4,10.0,2803.34
15:39.0,13.262437,77.741767,122.3,9.9,2803.342
15:40.0,13.262459,77.741803,122.3,13.7,2803.346
15:41.0,13.262479,77.741836,122.3,14.4,2803.35
15:42.0,13.262502,77.741874,122.2,14.5,2803.354
15:43.0,13.26252,77.741905,122.3,11.1,2803.358
15:44.0,13.262533,77.741927,122.2,8.8,2803.36
15:45.0,13.262554,77.741961,122.1,13.5,2803.364
15:46.0,13.262571,77.74199,122.0,11.6,2803.367
15:47.0,13.262591,77.742022,121.9,14.1,2803.371
15:48.0,13.262606,77.742048,121.9,9.1,2803.373
15:49.0,13.262624,77.742078,121.8,11.9,2803.377
15:50.0,13.262644,77.742111,121.9,14.5,2803.38
15:51.0,13.262667,77.742149,121.8,14.1,2803.385
15:52.0,13.262683,77.742176,121.7,10.7,2803.388
15:53.0,13.262699,77.742202,121.7,11.1,2803.391
15:54.0,13.262721,77.742239,121.6,13.9,2803.395
15:55.0,13.262741,77.742272,121.6,14.6,2803.398
15:56.0,13.262766,77.742314,121.7,15.4,2803.403
15:57.0,13.262786,77.742348,121.5,14.9,2803.407
15:58.0,13.262812,77.74239,121.4,15.8,2803.411
15:59.0,13.262832,77.742425,121.3,14.8,2803.415
16:00.0,13.262858,77.742467,121.4,16.0,2803.42
16:01.0,13.262877,77.742499,121.4,13.6,2803.424
16:02.0,13.262955,77.742629,121.4,10.2,2803.438
16:03.0,13.262969,77.742652,121.4,9.1,2803.441
16:04.0,13.262981,77.742673,121.3,8.2,2803.443
16:05.0,13.262995,77.742697,121.3,9.2,2803.445
16:06.0,13.263009,77.742719,121.2,9.5,2803.448
16:07.0,13.263023,77.742743,121.3,9.3,2803.451
16:08.0,13.263038,77.742767,121.4,10.1,2803.453
16:09.0,13.263059,77.742803,121.3,13.8,2803.457
16:10.0,13.263079,77.742836,121.3,14.4,2803.461
16:11.0,13.2631,77.742871,121.5,12.6,2803.465
16:12.0,13.263091,77.742856,121.4,13.3,2803.466
16:13.0,13.263114,77.742895,121.4,14.8,2803.467
16:14.0,13.263133,77.742925,121.4,13.5,2803.471
16:15.0,13.263157,77.742966,121.4,15.2,2803.475
16:16.0,13.263174,77.742994,121.5,11.6,2803.479
16:17.0,13.263191,77.743022,121.4,10.7,2803.482
16:18.0,13.263208,77.74305,121.4,12.1,2803.485
16:19.0,13.263231,77.743089,121.4,14.6,2803.489
16:20.0,13.263249,77.743119,121.5,12.6,2803.492
16:21.0,13.263268,77.743152,121.5,12.4,2803.496
16:22.0,13.263285,77.743179,121.5,11.5,2803.499
16:23.0,13.263302,77.743208,121.4,11.4,2803.502
16:24.0,13.263315,77.74323,121.4,9.1,2803.505
16:25.0,13.263328,77.743252,121.3,8.4,2803.507
16:26.0,13.263341,77.743272,121.2,8.4,2803.509
16:27.0,13.263356,77.743297,121.2,9.9,2803.512
16:28.0,13.263369,77.74332,121.1,9.3,2803.515
16:29.0,13.263382,77.743341,121.2,8.3,2803.517
16:30.0,13.263395,77.743363,121.3,9.0,2803.519
16:31.0,13.26341,77.743387,121.4,9.3,2803.522
16:32.0,13.263465,77.74348,121.4,10.6,2803.532
16:33.0,13.263484,77.743511,121.4,13.7,2803.536
16:34.0,13.26351,77.743555,121.4,16.2,2803.541
16:35.0,13.263531,77.74359,121.5,15.2,2803.545
16:36.0,13.263557,77.743632,121.5,15.8,2803.549
16:37.0,13.263578,77.743667,121.4,15.2,2803.553
16:38.0,13.263603,77.743709,121.5,15.6,2803.558
16:39.0,13.263624,77.743745,121.3,14.7,2803.562
16:40.0,13.263646,77.743781,121.4,15.3,2803.566
16:41.0,13.263666,77.743814,121.4,12.1,2803.569
16:42.0,13.263685,77.743846,121.5,12.6,2803.573
16:43.0,13.263704,77.743878,121.4,12.8,2803.577
16:44.0,13.263727,77.743916,121.3,14.4,2803.581
16:45.0,13.263745,77.743946,121.4,12.8,2803.584
16:46.0,13.263764,77.743977,121.3,12.7,2803.588
16:47.0,13.263781,77.744007,121.4,11.4,2803.591
16:48.0,13.263804,77.744045,121.4,14.4,2803.595
16:49.0,13.26382,77.744071,121.3,11.3,2803.598
16:50.0,13.263838,77.7441,121.3,11.0,2803.601
16:51.0,13.263851,77.744123,121.3,9.2,2803.604
16:52.0,13.263866,77.744147,121.3,9.8,2803.607
16:53.0,13.263883,77.744176,121.1,11.4,2803.61
16:54.0,13.2639,77.744204,121.0,11.1,2803.613
16:55.0,13.263921,77.74424,120.9,14.0,2803.617
16:56.0,13.263942,77.744274,120.8,14.9,2803.621
16:57.0,13.263967,77.744316,120.8,16.0,2803.625
16:58.0,13.263987,77.744349,120.7,14.3,2803.629
16:59.0,13.264011,77.744389,120.7,14.6,2803.633
17:00.0,13.264028,77.744417,120.6,12.0,2803.636
17:01.0,13.264043,77.744443,120.7,9.7,2803.639
17:02.0,13.264229,77.744753,121.1,7.9,2803.674
17:03.0,13.264246,77.74478,121.2,11.9,2803.677
17:04.0,13.264269,77.744819,121.0,14.6,2803.681
17:05.0,13.264291,77.744857,120.9,15.9,2803.685
17:06.0,13.264317,77.7449,120.8,16.0,2803.69
17:07.0,13.264337,77.744932,120.7,14.0,2803.694
17:08.0,13.264359,77.744969,120.8,13.6,2803.698
17:09.0,13.264373,77.744993,120.9,9.5,2803.7
17:10.0,13.264386,77.745014,121.0,8.3,2803.703
17:11.0,13.264403,77.745043,120.8,12.0,2803.706
17:12.0,13.264223,77.744743,120.6,12.8,2803.708
17:13.0,13.264244,77.744778,120.6,14.0,2803.677
17:14.0,13.264259,77.744803,120.6,10.6,2803.679
17:15.0,13.264276,77.744831,120.8,10.5,2803.682
17:16.0,13.264295,77.744863,120.7,12.8,2803.686
17:17.0,13.264314,77.744894,121.0,13.9,2803.689
17:18.0,13.264339,77.744936,121.2,15.6,2803.694
17:19.0,13.264359,77.744969,121.2,14.2,2803.698
17:20.0,13.264381,77.745005,121.2,13.3,2803.702
17:21.0,13.264395,77.745029,121.4,10.1,2803.704
17:22.0,13.26441,77.745054,121.4,9.5,2803.707
17:23.0,13.264426,77.745081,121.2,10.7,2803.71
17:24.0,13.264447,77.745116,121.1,14.9,2803.714
17:25.0,13.264472,77.745158,121.1,16.0,2803.719
17:26.0,13.264493,77.745193,121.0,15.1,2803.723
17:27.0,13.264518,77.745235,121.0,15.4,2803.727
17:28.0,13.264538,77.745267,121.1,14.1,2803.731
17:29.0,13.264557,77.745299,121.1,11.7,2803.734
17:30.0,13.264574,77.745328,121.2,12.1,2803.738
17:31.0,13.264589,77.745352,121.2,9.2,2803.74
17:32.0,13.264871,77.745823,120.8,12.3,2803.793
17:33.0,13.264892,77.745857,120.6,14.7,2803.796
17:34.0,13.264917,77.7459,120.7,15.8,2803.801
17:35.0,13.264939,77.745936,120.7,15.5,2803.805
17:36.0,13.26496,77.745971,120.7,13.1,2803.809
17:37.0,13.264978,77.746001,120.6,13.3,2803.812
17:38.0,13.265002,77.74604,120.5,14.3,2803.817
17:39.0,13.265017,77.746066,120.6,11.1,2803.82
17:40.0,13.265034,77.746094,120.4,10.3,2803.823
17:41.0,13.265048,77.746118,120.4,9.9,2803.825
17:42.0,13.265065,77.746146,120.4,11.3,2803.828
17:43.0,13.265087,77.746182,120.3,14.5,2803.832
17:44.0,13.265108,77.746217,120.4,15.2,2803.836
17:45.0,13.265133,77.746259,120.4,15.7,2803.841
17:46.0,13.265153,77.746292,120.3,14.0,2803.845
17:47.0,13.265174,77.746328,120.2,13.2,2803.849
17:48.0,13.265189,77.746353,120.1,10.8,2803.851
17:49.0,13.265203,77.746377,120.1,8.9,2803.854
17:50.0,13.265216,77.746398,120.2,8.7,2803.856
17:51.0,13.26523,77.746422,120.1,9.2,2803.859
17:52.0,13.265246,77.746448,120.0,10.9,2803.862
17:53.0,13.265267,77.746482,120.1,14.1,2803.866
17:54.0,13.265292,77.746524,120.1,15.8,2803.87
17:55.0,13.265313,77.74656,120.0,15.3,2803.874
17:56.0,13.265339,77.746602,119.9,15.8,2803.879
17:57.0,13.26536,77.746637,119.8,15.1,2803.883
17:58.0,13.265382,77.746675,119.8,14.2,2803.887
17:59.0,13.265404,77.74671,119.9,15.0,2803.891
18:00.0,13.26543,77.746754,119.9,16.5,2803.896
18:01.0,13.265452,77.746791,119.9,15.7,2803.9
18:02.0,13.265479,77.746836,120.0,13.4,2803.905
18:03.0,13.265498,77.746868,120.1,14.1,2803.909
18:04.0,13.265522,77.746908,120.0,14.7,2803.913
18:05.0,13.265541,77.74694,120.0,13.7,2803.916
18:06.0,13.265563,77.746976,120.0,13.2,2803.92
18:07.0,13.265578,77.747001,120.1,10.7,2803.923
18:08.0,13.265596,77.74703,120.1,11.2,2803.927
18:09.0,13.26561,77.747055,120.2,10.3,2803.929
18:10.0,13.265627,77.747082,120.3,10.3,2803.932
18:11.0,13.265642,77.747108,120.3,11.0,2803.935
18:12.0,13.265678,77.747168,120.1,12.3,2803.942
18:13.0,13.265694,77.747195,120.0,9.7,2803.945
18:14.0,13.26571,77.74722,119.9,10.0,2803.948
18:15.0,13.265724,77.747244,119.9,9.6,2803.95
18:16.0,13.265739,77.747269,119.9,9.8,2803.953
18:17.0,13.265752,77.747291,119.8,9.4,2803.955
18:18.0,13.265769,77.74732,119.8,10.9,2803.959
18:19.0,13.265784,77.747344,119.8,10.3,2803.961
18:20.0,13.265803,77.747376,119.7,12.3,2803.965
18:21.0,13.26582,77.747404,119.8,11.7,2803.968
18:22.0,13.265841,77.74744,119.9,13.6,2803.972
18:23.0,13.265861,77.747473,119.9,13.3,2803.976
18:24.0,13.265887,77.747516,119.8,16.0,2803.98
18:25.0,13.265906,77.747548,119.7,12.9,2803.984
18:26.0,13.265924,77.747577,119.7,11.7,2803.987
18:27.0,13.265941,77.747607,119.7,12.3,2803.991
18:28.0,13.265961,77.74764,119.8,12.6,2803.994
18:29.0,13.265977,77.747665,119.8,10.2,2803.997
18:30.0,13.265994,77.747694,119.8,12.5,2804.0
18:31.0,13.266014,77.747728,119.8,12.7,2804.004
18:32.0,13.266037,77.747766,120.2,13.7,2804.008
18:33.0,13.266062,77.747807,120.3,16.2,2804.013
18:34.0,13.266077,77.747833,120.2,10.4,2804.016
18:35.0,13.266091,77.747857,120.2,10.4,2804.018
18:36.0,13.266109,77.747886,120.2,10.9,2804.022
18:37.0,13.266125,77.747913,120.2,11.2,2804.024
18:38.0,13.266148,77.747951,120.2,14.5,2804.029
18:39.0,13.266168,77.747985,120.1,14.9,2804.032
18:40.0,13.266193,77.748026,120.1,15.5,2804.037
18:41.0,13.266211,77.748056,120.0,12.7,2804.04
18:42.0,13.266228,77.748084,120.0,10.4,2804.043
18:43.0,13.266244,77.74811,120.1,10.3,2804.046
18:44.0,13.26626,77.748137,120.2,12.1,2804.049
18:45.0,13.266284,77.748177,120.3,14.7,2804.054
18:46.0,13.2663,77.748205,120.3,12.0,2804.057
18:47.0,13.266316,77.748232,120.2,10.0,2804.06
18:48.0,13.266334,77.748262,120.3,11.6,2804.063
18:49.0,13.266354,77.748295,120.3,14.3,2804.067
18:50.0,13.266374,77.748327,120.2,12.0,2804.07
18:51.0,13.266391,77.748357,120.2,12.7,2804.074
18:52.0,13.266412,77.74839,120.2,13.4,2804.077
18:53.0,13.26643,77.748422,120.2,12.0,2804.081
18:54.0,13.266447,77.748449,120.1,11.7,2804.084
18:55.0,13.266465,77.74848,120.1,11.7,2804.087
18:56.0,13.266485,77.748512,120.1,14.2,2804.091
18:57.0,13.266508,77.748551,120.2,14.0,2804.095
18:58.0,13.266527,77.748583,120.0,14.3,2804.099
18:59.0,13.266545,77.748612,119.9,10.8,2804.102
19:00.0,13.26656,77.748638,119.9,11.0,2804.105
19:01.0,13.266583,77.748676,120.0,14.3,2804.109
19:02.0,13.266525,77.748579,120.2,12.8,2804.111
19:03.0,13.266547,77.748616,120.3,14.8,2804.103
19:04.0,13.266568,77.748652,120.3,15.4,2804.107
19:05.0,13.266594,77.748695,120.3,15.9,2804.111
19:06.0,13.266615,77.748729,120.2,15.1,2804.115
19:07.0,13.266637,77.748766,120.2,13.3,2804.119
19:08.0,13.266656,77.748797,120.0,13.3,2804.123
19:09.0,13.266674,77.748827,120.0,11.2,2804.126
19:10.0,13.266689,77.748852,120.2,10.7,2804.129
19:11.0,13.266704,77.748877,120.3,9.0,2804.131
19:12.0,13.266734,77.748927,120.0,8.4,2804.137
19:13.0,13.266748,77.748951,119.9,11.0,2804.14
19:14.0,13.266769,77.748987,119.8,13.0,2804.144
19:15.0,13.266791,77.749022,119.8,15.3,2804.148
19:16.0,13.266817,77.749066,119.7,16.1,2804.152
19:17.0,13.266837,77.7491,119.8,14.3,2804.156
19:18.0,13.266858,77.749135,119.7,13.3,2804.16
